Store,Product,Size,Price,Url,Category
"Ralphs_13321 Jamboree Rd, Tustin, CA",Fritos Scoops Corn Chips,9.25 oz,2.99,https://www.kroger.com/product/images/medium/front/0002840058932,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Fritos Original Corn Chips,9.25 oz,2.99,https://www.kroger.com/product/images/medium/front/0002840058929,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Ruffles Original Potato Chips,9 oz,4.29,https://www.kroger.com/product/images/medium/front/0002840015938,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Doritos Cool Ranch Flavored Tortilla Chips,9.75 oz,2.49,https://www.kroger.com/product/images/medium/front/0002840064132,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Lay's Barbecue Flavored Potato Chips,7.75 oz,2.99,https://www.kroger.com/product/images/medium/front/0002840019961,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Krogerå¨ Classic Wavy Potato Chips,9.5 oz,1.99,https://www.kroger.com/product/images/medium/front/0001111003011,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Ruffles Cheddar &amp; Sour Cream Potato Chips,8.5 oz,4.29,https://www.kroger.com/product/images/medium/front/0002840015960,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Krogerå¨ Restaurant Style Tortilla Chips,10 oz,1.25,https://www.kroger.com/product/images/medium/front/0001111009114,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Lay‰Ûªs Classic Potato Chips,13 oz,4.79,https://www.kroger.com/product/images/medium/front/0002840031041,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Doritos Nacho Cheese Flavored Tortilla Chips,9.75 oz,2.49,https://www.kroger.com/product/images/medium/front/0002840064203,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Lay's Sour Cream &amp; Onion Potato Chips,7.75 oz,2.99,https://www.kroger.com/product/images/medium/front/0002840019963,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Lay's Classic Potato Chips,8 oz,2.99,https://www.kroger.com/product/images/medium/front/0002840019914,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Tostitos Scoops Tortilla Chips,10 oz,4.29,https://www.kroger.com/product/images/medium/front/0002840006408,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Tostitos Restaurant Style Tortilla Chips,13 oz,4.29,https://www.kroger.com/product/images/medium/front/0002840006399,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Lay‰Ûªs Wavy Original Potato Chips,13 oz,4.79,https://www.kroger.com/product/images/medium/front/0002840031046,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Doritos Spicy Nacho Flavored Tortilla Chips,9.75 oz,2.49,https://www.kroger.com/product/images/medium/front/0002840064204,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Lay's Wavy Original Potato Chips,7.75 oz,2.99,https://www.kroger.com/product/images/medium/front/0002840004380,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Takis Fuego Chips,9.9 oz,2.49,https://www.kroger.com/product/images/medium/front/0075752800868,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Lay‰Ûªs Barbecue Flavored Potato Chips,12.5 oz,4.79,https://www.kroger.com/product/images/medium/front/0002840031040,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Doritos Nacho Cheese Flavored Tortilla Chips,15 oz,5.29,https://www.kroger.com/product/images/medium/front/0002840064306,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Krogerå¨ Sweet &amp; Mesquite BBQ Potato Chips,9.5 oz,1.99,https://www.kroger.com/product/images/medium/front/0001111003012,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Krogerå¨ Classic Potato Chips,10 oz,1.99,https://www.kroger.com/product/images/medium/front/0001111003010,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Ruffles Cheddar and Sour Cream Potato Chips Party Size,13 oz,5.29,https://www.kroger.com/product/images/medium/front/0002840000226,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Krogerå¨ Traditional Tortilla Rounds White Corn Tortilla Chips,10 oz,1.25,https://www.kroger.com/product/images/medium/front/0001111010164,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Krogerå¨ Cheddar &amp; Sour Cream Ripples Potato Chips,8.5 oz,1.99,https://www.kroger.com/product/images/medium/front/0001111003014,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Ruffles Original Potato Chips Party Size,13.5 oz,5.29,https://www.kroger.com/product/images/medium/front/0002840003400,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Fritos Chili Cheese Flavored Corn Chips,9.25 oz,2.99,https://www.kroger.com/product/images/medium/front/0002840058928,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Calidad Gluten Free Corn Tortilla Chips,12 oz,1.69,https://www.kroger.com/product/images/medium/front/0007794800902,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Krogerå¨ Traditional Gold Round Tortilla Chips,10 oz,1.25,https://www.kroger.com/product/images/medium/front/0001111010159,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Lay‰Ûªs Wavy Original Potato Chips,13 oz,4.79,https://www.kroger.com/product/images/medium/front/0002840031046,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Krogerå¨ Sour Cream &amp; Onion Flavored Potato Chips,9.5 oz,1.99,https://www.kroger.com/product/images/medium/front/0001111003013,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Lay‰Ûªs Barbecue Flavored Potato Chips,12.5 oz,4.79,https://www.kroger.com/product/images/medium/front/0002840031040,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Sun Chips Garden Salsa Whole Grain Chips,7 oz,2.5,https://www.kroger.com/product/images/medium/front/0002840014740,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Ruffles Cheddar and Sour Cream Potato Chips Party Size,13 oz,5.29,https://www.kroger.com/product/images/medium/front/0002840000226,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Santitas Tortilla Chips,11 oz,2.29,https://www.kroger.com/product/images/medium/front/0002840000210,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Lay‰Ûªs Sour Cream &amp; Onion Flavored Potato Chips,12.5 oz,4.79,https://www.kroger.com/product/images/medium/front/0002840031044,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Krogerå¨ Lightly Salted Wavy Potato Chips,9.5 oz,1.99,https://www.kroger.com/product/images/medium/front/0001111003006,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Lay‰Ûªs Classic Potato Chips,13 oz,4.79,https://www.kroger.com/product/images/medium/front/0002840031041,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Tostitos Scoops Tortilla Chips,14.5 oz,5.29,https://www.kroger.com/product/images/medium/front/0002840008314,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Krogerå¨ Kick of Lime 100% White Corn Tortilla Chips,10 oz,1.25,https://www.kroger.com/product/images/medium/front/0001111001807,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Lay's Kettle Cooked Jalapeno Potato Chips,8 oz,2.99,https://www.kroger.com/product/images/medium/front/0002840037185,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Ruffles Original Potato Chips,9 oz,4.29,https://www.kroger.com/product/images/medium/front/0002840015938,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Lay's Salt &amp; Vinegar Flavored Potato Chips,7.75 oz,2.99,https://www.kroger.com/product/images/medium/front/0002840020060,Chips
"Ralphs_13321 Jamboree Rd, Tustin, CA",Krogerå¨ Classic Ripples Potato Chips,9 oz,1.99,https://www.kroger.com/product/images/medium/front/0001111085205,Chips
